Title,Writer,Director,Actor,Actor.Rating,Director.Rating,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance
Driven,Jan Skrentny,Renny Harlin,Sylvester Stallone,1,3,2000s,116,72000000,4.4,7129,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,1,0,0
Driving Miss Daisy,Alfred Uhry,Bruce Beresford,Morgan Freeman,1,2,1980s,99,7500000,7.4,8656,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,0
Drop Zone,Peter Barsocchini,John Badham,Wesley Snipes,2,3,1990s,101,45000000,5.5,3104,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,,1,0,0,0,0,0
Drowning Mona,Peter Steinfeld,Nick Gomez,Danny DeVito,1,3,2000s,95,16000000,5.4,3454,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Drugstore Cowboy,William Burroughs, Van,Matt Dillon,1,3,1980s,100,2500000,7.4,4999,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
Drumline,Tina Chism, Stone,Nick Cannon,3,3,2000s,118,20000000,5.3,7368,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,1
Dude  Where's My Car?,Philip Stark,Danny Leiner,Ashton Kutcher,3,3,2000s,83,13000000,4.6,13330,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Dudley Do-Right,Jay Ward,Hugh Wilson,Brendan Fraser,2,3,1990s,77,22000000,3.6,1790,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0
Duel in the Sun,Niven Busch,Otto Brower,Jennifer Jones,1,3,1940s,144,8000000,7,866,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
The Duellists,Joseph Conrad,Ridley Scott,Keith Carradine,3,1,1970s,95,900000,7.4,1929,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,1,0,0
Duets,John Byrum,Bruce Paltrow,Lochlyn Munro,3,3,2000s,112,15000000,5.8,2414,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0
Dumb & Dumber,Bobby Farrelly,Bobby Farrelly,Jim Carrey,1,3,1990s,101,16000000,6.6,27713,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,PG-13,0,0,1,0,0,0
Dumb and Dumberer: When Harry Met Lloyd,Robert Brener,Troy Miller,Timothy Stack,3,3,2000s,85,19000000,3.3,4689,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Dumbo,Helen Aberson,Samuel Armstrong,James Baskett,3,3,1940s,64,950000,7.4,6828,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,0,1,0,0
Dune,Frank Herbert,David Lynch,Francesca Annis,3,1,1980s,190,45000000,6.3,16903,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,1,0,0,0,0,0
Dungeons & Dragons,Carroll Cartwright,Courtney Solomon,Jeremy Irons,1,3,2000s,107,35000000,4,7435,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
Duplex,Larry Doyle,Danny DeVito,Ben Stiller,1,3,2000s,89,40000000,5.7,4334,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
E.T. the Extra-Terrestrial,Melissa Mathison,Steven Spielberg,Dee Wallace,2,1,1980s,120,10500000,7.8,44175,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG,0,0,0,1,0,0
The Eagle Has Landed,Jack Higgins,John Sturges,Michael Caine,1,1,1970s,131,6000000,6.7,2001,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0
Earth Girls Are Easy,Julie Brown,Julien Temple,Geena Davis,1,3,1980s,100,10000000,5,3952,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0
Earthquake,George Fox,Mark Robson,Charlton Heston,1,3,1970s,140,7000000,5.2,2106,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0
Easter Parade,Guy Bolton,Charles Walters,Judy Garland,1,3,1940s,107,2503654,7.4,1093,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,1
Easy Rider,Peter Fonda,Dennis Hopper,Peter Fonda,2,3,1960s,94,340000,7.2,10230,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,0
Eating Raoul,Paul Bartel,Paul Bartel,Paul Bartel,3,3,1980s,87,350000,6.4,1351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,0
Ed Wood,Scott Alexander,Tim Burton,Johnny Depp,1,1,1990s,127,18000000,8,22612,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,1,1,0,0
Eddie,Jeff Buhai,Steve Rash,Whoopi Goldberg,1,3,1990s,100,30000000,4.9,1348,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Edges of the Lord,Yurek Bogayevicz,Yurek Bogayevicz,Haley Osment,3,3,2000s,95,7500000,7,639,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,0
Edtv,Sylvie Bouchard,Ron Howard,Matthew McConaughey,1,1,1990s,122,60000000,6.2,10085,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0
Edward Scissorhands,Tim Burton,Tim Burton,Johnny Depp,1,1,1990s,105,20000000,7.7,27017,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1
Eegah, Hall, Hall,Hall,3,3,1960s,90,15000,1.9,1314,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0
Eight Legged Freaks,Jesse Alexander,Ellory Elkayem,David Arquette,3,3,2000s,99,30000000,5.5,6362,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0
Eight Men Out,Eliot Asinof,John Sayles,John Cusack,1,1,1980s,119,6000000,7.3,3689,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0
El Cid,Ben Barzman,Anthony Mann,Charlton Heston,1,1,1960s,182,6250000,7.1,1458,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1
Election,Alexander Payne,Alexander Payne,Matthew Broderick,1,1,1990s,103,8500000,7.4,17521,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,0
Elektra,Mark Johnson,Rob Bowman,Jennifer Garner,3,3,2000s,96,43000000,4.9,5120,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,PG-13,1,0,0,0,0,0
Elephant, Van, Van,Alex Frost,3,3,2000s,81,3000000,7.3,9203,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0
The Elephant Man,Eric Bergren,David Lynch,Anthony Hopkins,1,1,1980s,124,5000000,8.2,16422,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0
Elf,David Berenbaum,Jon Favreau,Will Ferrell,2,2,2000s,95,33000000,7,10165,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,0,0,0
Elizabeth,Michael Hirst,Shekhar Kapur,Cate Blanchett,1,3,1990s,124,25000000,7.6,14733,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0
Ella Enchanted,Laurie Craig,Tommy O'Haver,Anne Hathaway,1,3,2000s,96,35000000,6.5,2502,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,1,0,0,1
Elmer Gantry,Richard Brooks,Richard Brooks,Burt Lancaster,1,3,1960s,146,3000000,7.8,1771,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,0,1,0,0
Elvira  Mistress of the Dark, , ,,3,3,1980s,96,20000000,5.3,1238,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0
Embrace of the Vampire, , ,,3,3,1990s,93,800000,4.2,1551,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,R,0,0,0,0,0,0
Emma,Jane Austen,Douglas McGrath,Gwyneth Paltrow,1,3,1990s,121,6000000,6.9,6431,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,0,0,1
The Emperor's Club,Ethan Canin,Michael Hoffman,Kevin Kline,2,3,2000s,109,12500000,6.7,3056,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,0,0,0,1,0,0
The Emperor's New Groove,Roger Allers,Mark Dindal,David Spade,3,3,2000s,78,100000000,7.4,8532,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,1,0,0,0
Empire,Franc. Reyes,Franc. Reyes,John Leguizamo,2,3,2000s,90,3500000,6,1718,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0
Empire of the Sun,J.G. Ballard,Steven Spielberg,Christian Bale,1,1,1980s,154,38000000,7.5,9963,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0
End of Days,Andrew Marlowe,Peter Hyams,Arnold Schwarzenegger,1,3,1990s,121,83000000,5.3,18237,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0
The End of Violence,Nicholas Klein,Wim Wenders,Traci Lind,3,1,1990s,122,5000000,5.4,1575,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0
The End of the Affair,Graham Greene,Neil Jordan,Ralph Fiennes,1,1,1990s,102,23000000,7,4808,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,1
Enemy at the Gates,Jean-Jacques Annaud,Jean-Jacques Annaud,Jude Law,1,1,2000s,131,70000000,7.3,19169,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,R,1,0,0,1,0,1
Enemy of the State,David Marconi,Tony Scott,Will Smith,1,1,1990s,131,90000000,7.1,23263,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,1,0,0,1,0,0
The English Patient,Anthony Minghella,Anthony Minghella,Ralph Fiennes,1,2,1990s,160,27000000,7.1,25210,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,1
Enough, , ,,3,3,2000s,115,38000000,4.9,4339,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,0
Enter the Dragon,Michael Allin,Robert Clouse,Bruce Lee,1,3,1970s,99,850000,7.4,8078,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,0,0,0,0
Entrapment,Ronald Bass,Jon Amiel,Sean Connery,1,2,1990s,113,66000000,6.1,18543,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1
Envy,Steve Adams,Barry Levinson,Ben Stiller,1,1,2000s,99,40000000,4.3,3417,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Equilibrium,Kurt Wimmer,Kurt Wimmer,Christian Bale,1,3,2000s,107,20000000,7.6,17579,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,1,0,0,0,0,0
Eraser,Michael Chernuchin,Chuck Russell,Arnold Schwarzenegger,1,3,1990s,115,100000000,5.8,14641,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0
Eraserhead,David Lynch,David Lynch,Jack Nance,3,1,1970s,89,10000,7.1,7207,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0
Erin Brockovich,Susannah Grant,Steven Soderbergh,Julia Roberts,1,1,2000s,130,51000000,7.3,24301,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0
Ernest Goes to Camp, Cherry, Cherry,Jim Varney,3,3,1980s,92,3000000,4.4,1562,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0
Ernest Saves Christmas,B. Kline, Cherry,Jim Varney,3,3,1980s,95,6000000,4.6,1125,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0
Escape from L.A.,John Carpenter,John Carpenter,Kurt Russell,1,1,1990s,101,50000000,4.8,7955,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0
Escape from New York,John Carpenter,John Carpenter,Kurt Russell,1,1,1980s,99,6000000,6.8,9924,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,0,0,0
Escape from the Planet of the Apes,Pierre Boulle,Don Taylor,Roddy McDowall,3,3,1970s,98,2500000,5.8,2951,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,1,0,0,1,0,0
El Espinazo del diablo, , ,,3,3,2000s,108,4500000,7.4,3474,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,R,0,0,0,1,0,0
Eternal Sunshine of the Spotless Mind,Pierre Bismuth,Michel Gondry,Jim Carrey,1,1,2000s,108,20000000,8.6,46240,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,R,0,0,1,1,0,1
Eulogy,Michael Clancy,Michael Clancy,Hank Azaria,3,3,2000s,91,10000000,6.5,773,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,1,1,0,0
EuroTrip,Alec Berg,Alec Berg,Scott Mechlowicz,3,3,2000s,90,25000000,6.1,8390,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,1,0,0,0
Eve's Bayou,Kasi Lemmons,Kasi Lemmons,Jurnee Smollett-Bell,3,3,1990s,109,5000000,7.2,2302,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0
Evelyn,Paul Pender,Bruce Beresford,Sophie Vavasseur,3,2,2000s,94,10000000,7.1,1163,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,0,1,0,0
Even Cowgirls Get the Blues,Tom Robbins, Van,Uma Thurman,1,3,1990s,99,8000000,4,1609,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,1,0,1
Event Horizon,Philip Eisner,Paul Anderson,Laurence Fishburne,1,3,1990s,96,70000000,5.7,15510,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,0,0,0,0
Ever After, , ,,3,3,1990s,121,26000000,7,10250,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,PG,0,0,1,1,0,1
Everyone Says I Love You,Woody Allen,Woody Allen,Edward Norton,1,1,1990s,101,20000000,6.9,7314,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Woody Allen,Woody Allen,Woody Allen,2,1,1970s,87,2000000,6.7,4671,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0
Evil Dead II,Sam Raimi,Sam Raimi,Bruce Campbell,2,1,1980s,85,3500000,7.6,15743,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,1,0,0,0
The Evil Dead,Sam Raimi,Sam Raimi,Bruce Campbell,2,1,1980s,86,350000,7.4,14407,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,NC-17,0,0,0,0,0,0
Evita, , ,,3,3,1990s,134,55000000,6.2,8371,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,PG,0,0,0,1,0,0
Evolution,David Diamond,Ivan Reitman,David Duchovny,3,2,2000s,101,80000000,5.8,14232,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0
Executive Decision,Jim Thomas,Stuart Baird,Kurt Russell,1,3,1990s,134,55000000,6.3,7653,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0
Exit Wounds,Richard D'Ovidio,Andrzej Bartkowiak,Steven Seagal,3,3,2000s,101,33000000,5.3,5370,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0
Exodus,Dalton Trumbo,Otto Preminger,Paul Newman,1,1,1960s,208,4000000,6.8,1161,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,1,0,0
Exorcist II: The Heretic,John Boorman,John Boorman,Linda Blair,3,1,1970s,118,14000000,3.5,3009,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0
The Exorcist,William Blatty,William Friedkin,Ellen Burstyn,1,1,1970s,132,1000000,7.9,34162,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0
Exorcist: The Beginning,William Blatty,Renny Harlin,Ellen Skarsg,3,3,2000s,114,30000000,5,4130,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0
Extreme Measures,Tony Gilroy,Michael Apted,Hugh Grant,1,2,1990s,118,38000000,5.9,3417,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0
Extreme Ops,Timothy Bogart,Christian Duguay,Devon Sawa,3,3,2000s,94,40000000,4,1337,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
Eye for an Eye,Erika Holzer,John Schlesinger,Sally Field,1,1,1990s,101,20000000,5.6,1843,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0
Eye of the Beholder,Marc Behm,Stephan Elliott,Ewan McGregor,1,3,1990s,109,15000000,4.5,5549,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0
Eyes Wide Shut,Stanley Kubrick,Stanley Kubrick,Tom Cruise,1,3,1990s,159,65000000,7,37868,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,0,1,0,0
Eyes of Laura Mars,Julian Barry,Irvin Kershner,Faye Dunaway,1,2,1970s,104,7000000,5.8,1174,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0
F.I.S.T., , ,,3,3,1970s,145,11000000,5.7,781,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0
Face/Off,Michael Colleary,John Woo,John Travolta,1,1,1990s,133,80000000,7.1,37506,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,0,1,0,0
Faces, , ,,3,3,1960s,130,275000,7.4,770,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0
The Faculty,Bruce Kimmel,Robert Rodriguez,Jordana Brewster,3,1,1990s,104,15000000,6.1,13143,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0
Fahrenheit 9/11,Michael Moore,Michael Moore,Ben Affleck,1,3,2000s,122,6000000,7.9,34666,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,R,0,0,0,0,1,0
Fair Game,Charlie Fletcher,Andrew Sipes,William Baldwin,3,3,1990s,91,50000000,3.9,2579,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,1,0,1,1,0,0
The Fall of the Roman Empire,Ben Barzman,Anthony Mann,Sophia Loren,1,1,1960s,184,19000000,6.4,996,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0
The Family Man,David Diamond,Brett Ratner,Nicolas Cage,1,3,2000s,125,60000000,6.5,11220,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1
Family Plot,Victor Canning,Alfred Hitchcock,Karen Black,3,1,1970s,121,3000000,6.6,2212,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0
The Fan,Peter Abrahams,Tony Scott,De,3,1,1990s,114,55000000,5.4,6920,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0
Fantasia,Lee Blair,James Algar,Leopold Stokowski,3,3,1940s,80,2280000,7.8,14925,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,1,0,0,0,0
Fantasia/2000,Hans Andersen,James Algar,Leopold Stokowski,3,3,1990s,75,80000000,7.4,5353,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,1,0,0,0,0
Il Fantasma dell'opera, , ,,3,3,1990s,106,10000000,3.8,910,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,1
Far and Away,Bob Dolman,Ron Howard,Tom Cruise,1,1,1990s,140,30000000,6.2,8556,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,1
Far from Heaven,Todd Haynes,Todd Haynes,Julianne Moore,1,3,2000s,107,13500000,7.7,9167,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,1
Fargo,Ethan Coen,Ethan Coen,William Macy,3,3,1990s,98,7000000,8.2,65597,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0
Fast Times at Ridgemont High,Cameron Crowe,Amy Heckerling,Sean Penn,1,3,1980s,90,4500000,7.1,10361,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0
The Fast and the Furious,David Ayer,Rob Cohen,Paul Walker,1,3,2000s,106,38000000,5.7,21428,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,1,0,0,0,0,0
Fatal Attraction,James Dearden,Adrian Lyne,Michael Douglas,1,3,1980s,123,14000000,6.7,8541,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0
Father of the Bride Part II,Frances Goodrich,Charles Shyer,Steve Martin,1,3,1990s,106,30000000,5.6,4089,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0
Fathers' Day,Lowell Ganz,Ivan Reitman,Robin Williams,1,2,1990s,98,85000000,4.7,2714,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Fear X, Selby, Winding,John Turturro,2,3,2000s,91,6600000,5.9,742,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,0,0,0,0
Fear and Loathing in Las Vegas,Alex Cox,Terry Gilliam,Johnny Depp,1,1,1990s,118,18500000,7.2,21484,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,1,1,0,0
FearDotCom, , ,,3,3,2000s,101,42000000,3.2,5126,34.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0
The Fearless Vampire Killers, , ,,3,3,1960s,108,2000000,7,3452,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0
Female Trouble,John Waters,John Waters,(I) Divine,3,1,1970s,97,25000,7.1,868,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,NC-17,0,0,1,0,0,0
Femme Fatale, De, De,Rebecca Romijn,3,3,2000s,114,35000000,6.4,6083,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0
Feng yun xiong ba tian xia, , ,,3,3,1990s,85,10000000,6.3,922,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG-13,1,0,0,0,0,0
Festen,Mogens Rukov,Thomas Vinterberg,Ulrich Thomsen,3,3,1990s,105,1300000,8.2,11983,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,0,1,0,0
Fever Pitch,Lowell Ganz,Bobby Farrelly,Drew Barrymore,1,3,2000s,98,39690000,6.6,1712,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,0,0,1
A Few Good Men,Aaron Sorkin,Rob Reiner,Tom Cruise,1,1,1990s,138,33000000,7.5,25237,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
Fiddler on the Roof,Sholom Aleichem,Norman Jewison,Topol,3,2,1970s,181,9000000,7.6,5893,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0
The Fifth Element,Luc Besson,Luc Besson,Bruce Willis,1,1,1990s,126,90000000,7.1,55398,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,PG-13,1,0,0,1,0,0
Fight Club,Chuck Palahniuk,David Fincher,Edward Norton,1,1,1990s,139,63000000,8.5,112092,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,R,0,0,0,1,0,0
Final Destination,Glen Morgan,James Wong,Devon Sawa,3,3,2000s,98,23000000,6.6,16504,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,0,0,0
Final Destination 2,Eric Bress,David Ellis,Ali Larter,3,3,2000s,90,26000000,6.3,8481,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0
Final Fantasy: The Spirits Within,Jack Fletcher,Hironobu Sakaguchi,Alec Baldwin,1,3,2000s,106,137000000,6.5,16451,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,1,1,0,0,0,0
